provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,rate_of_mortality,rate_of_complication,patient_experience,medicare_coverage,rank_value,abs_rank_value
21313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,,9072358101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.877,,0.6956,,0.7863,0.3932
61317,GRAND RIVER MEDICAL CENTER,501 AIRPORT ROAD,RIFLE,CO,81650,GARFIELD,9706251510,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.908,,0.6644,,0.7862,0.3931
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,9855378377,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8735,,0.6989,,0.7862,0.3931
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,413 9TH STREET,BRITTON,SD,57430,MARSHALL,6054482253,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.888,,0.6844,,0.7862,0.3931
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,3083442650,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.8745,,0.6978,,0.7861,0.3931
181329,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,MADISON,8599866500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8755,,0.6967,,0.7861,0.3931
201306,RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD,ME,4276,OXFORD,2073691000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.88,,0.6922,,0.7861,0.3931
521308,AMERY HOSPITAL & CLINIC,265 GRIFFIN STREET EAST,AMERY,WI,54001,POLK,7152680300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.87,,0.7022,,0.7861,0.3931
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,6186843156,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.873,,0.6989,,0.7859,0.3930
391301,MUNCY VALLEY HOSPITAL,215 EAST WATER STREET,MUNCY,PA,17756,LYCOMING,5705468282,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.873,,0.6989,,0.7859,0.3930
161374,MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA,51537,SHELBY,7127555161,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.886,,0.6856,,0.7858,0.3929
361328,DEFIANCE REGIONAL MEDICAL CENTER,1200 RALSTON AVENUE,DEFIANCE,OH,43512,DEFIANCE,4197836955,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.876,,0.6956,,0.7858,0.3929
241351,REDWOOD AREA HOSPITAL,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283,REDWOOD,5076374500,Critical Access Hospitals,Government - Local,Yes,0.868,,0.7033,,0.7857,0.3928
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,CLARK,7023468040,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.87,,0.7011,,0.7856,0.3928
161351,AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,EMMET,7123622631,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.8855,,0.6856,,0.7855,0.3928
201311,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,MACHIAS,ME,4654,WASHINGTON,2072553356,Critical Access Hospitals,Voluntary non-profit - Private,No,0.8643,,0.7067,,0.7855,0.3928
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,5702783801,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.872,,0.6989,,0.7854,0.3927
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2221 WEST ELM STREET,RAWLINS,WY,82301,CARBON,3073242221,Critical Access Hospitals,Government - Local,Yes,0.883,,0.6878,,0.7854,0.3927
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,JEFFERSON,NC,28640,ASHE,3362467101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.874,,0.6967,,0.7853,0.3927
201309,MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER FOXCROFT,ME,4426,PISCATAQUIS,2075644251,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8773,,0.6933,,0.7853,0.3927
261329,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,MO,65708,BARRY,4173541400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6956,,0.7853,0.3927
41313,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,VAN BUREN,5017457004,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8615,,0.7089,,0.7852,0.3926
241364,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,CLOQUET,MN,55720,CARLTON,2188794641,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.876,,0.6944,,0.7852,0.3926
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Critical Access Hospitals,Government - Local,Yes,0.879,,0.6911,,0.7851,0.3925
151329,MARGARET MARY HEALTH,321 MITCHELL AVE,BATESVILLE,IN,47006,RIPLEY,8129346624,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8545,,0.7156,,0.785,0.3925
351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,ND,58270,WALSH,7012847500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.87,,0.7,,0.785,0.3925
231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,VAN BUREN,2696571400,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8755,,0.6944,,0.785,0.3925
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,3264,GRAFTON,6035361120,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8955,,0.6744,,0.785,0.3925
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,3158235261,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.861,,0.7089,,0.7849,0.3925
461310,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,SAN JUAN,4356783993,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.883,,0.6867,,0.7848,0.3924
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,DECATUR,8126634331,Critical Access Hospitals,Government - Local,Yes,0.8725,,0.6967,,0.7846,0.3923
241354,TRI COUNTY HOSPITAL,415 JEFFERSON STREET NORTH,WADENA,MN,56482,WADENA,2186313510,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.889,,0.68,,0.7845,0.3923
141338,MEMORIAL HOSPITAL,1900 STATE STREET,CHESTER,IL,62233,RANDOLPH,6188264581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8845,,0.6844,,0.7845,0.3922
451374,BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR,305 MALLARD,TAYLOR,TX,76574,WILLIAMSON,5123527611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.891,,0.6778,,0.7844,0.3922
291302,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE H,ELY,NV,89301,WHITE PINE,7752893001,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8765,,0.6922,,0.7844,0.3922
201312,WALDO COUNTY GENERAL HOSPITAL,PO BOX 287,BELFAST,ME,4915,WALDO,2073382500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.882,,0.6867,,0.7843,0.3922
231321,BELL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,MARQUETTE,9064864431,Critical Access Hospitals,Proprietary,Yes,0.863,,0.7056,,0.7843,0.3922
261328,NORTHWEST MEDICAL CENTER,705 N COLLEGE STREET,ALBANY,MO,64402,GENTRY,6607263941,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8895,,0.6789,,0.7842,0.3921
501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,WA,98624,PACIFIC,3606423181,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8795,,0.6889,,0.7842,0.3921
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,2172835531,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8805,,0.6878,,0.7841,0.3921
51320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,5302522000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8855,,0.6822,,0.7839,0.3919
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,CAVALIER,ND,58220,PEMBINA,7012658461,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.891,,0.6767,,0.7838,0.3919
171340,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,67449,DICKINSON,7852582207,Critical Access Hospitals,Government - Local,Yes,0.8985,,0.6689,,0.7837,0.3919
361333,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,FULTON,4193352015,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.874,,0.6933,,0.7837,0.3918
231315,BORGESS-LEE MEMORIAL HOSPITAL,420 W HIGH STREET,DOWAGIAC,MI,49047,CASS,2697828681,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6922,,0.7836,0.3918
281305,KIMBALL HEALTH SERVICES,505 SOUTH BURG ST,KIMBALL,NE,69145,KIMBALL,3082351952,Critical Access Hospitals,Government - Local,Yes,0.875,,0.6922,,0.7836,0.3918
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,2173242191,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.848,,0.7189,,0.7834,0.3917
41327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,BRADLEY,8702263731,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.879,,0.6878,,0.7834,0.3917
31302,NORTHERN COCHISE COMMUNITY HOSPITAL,901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,5203843541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.901,,0.6656,,0.7833,0.3917
161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,BENTON,3194726200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.881,,0.6856,,0.7833,0.3917
181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,WAYNE,6063489343,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.8855,,0.6811,,0.7833,0.3917
281362,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,3089952211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8765,,0.69,,0.7833,0.3916
371328,ARBUCKLE MEMORIAL HOSPITAL,2011 WEST BROADWAY,SULPHUR,OK,73086,MURRAY,5806222161,Critical Access Hospitals,Government - Local,Yes,0.8665,,0.7,,0.7833,0.3916
451308,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,YOAKUM,8065922121,Critical Access Hospitals,Government - Local,Yes,0.886,,0.68,,0.783,0.3915
271336,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,FLATHEAD,4068633550,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.881,,0.6844,,0.7827,0.3914
521335,HUDSON HOSPITAL,405 STAGELINE ROAD,HUDSON,WI,54016,SAINT CROIX,7155316000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.882,,0.6833,,0.7827,0.3913
451346,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,DE WITT,3612932321,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8775,,0.6878,,0.7826,0.3913
501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,WA,99122,LINCOLN,5097257101,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8775,,0.6878,,0.7826,0.3913
431336,SANFORD VERMILLION HOSPITAL,20 SOUTH PLUM STREET,VERMILLION,SD,57069,CLAY,6056242611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.904,,0.6611,,0.7826,0.3913
171345,PAWNEE VALLEY COMMUNITY HOSPITAL,923 CARROLL AVENUE,LARNED,KS,67550,PAWNEE,6202853162,Critical Access Hospitals,Government - Local,Yes,0.8795,,0.6856,,0.7825,0.3913
391305,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,BRADFORD,5702972121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8995,,0.6656,,0.7825,0.3913
161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,7122433250,Critical Access Hospitals,Government - Local,Yes,0.8605,,0.7044,,0.7825,0.3912
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH RD,MEADVILLE,MS,39653,FRANKLIN,6013845801,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.866,,0.6989,,0.7824,0.3912
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,SAINT LAWRENCE,3152871000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.866,,0.6989,,0.7824,0.3912
521350,ASPIRUS LANGLADE HOSPITAL,112 E FIFTH AVE,ANTIGO,WI,54409,LANGLADE,7156232331,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.876,,0.6889,,0.7824,0.3912
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,7174853155,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8815,,0.6833,,0.7824,0.3912
521354,SOUTHWEST HEALTH CENTER,1400 EAST SIDE RD,PLATTEVILLE,WI,53818,GRANT,6083482331,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.859,,0.7056,,0.7823,0.3912
281313,GOTHENBURG MEMORIAL HOSPITAL,910 20TH ST,GOTHENBURG,NE,69138,DAWSON,3085373661,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.871,,0.6933,,0.7822,0.3911
241381,SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,PENNINGTON,2186814240,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8795,,0.6844,,0.782,0.3910
381309,LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,OR,97630,LAKE,5419472114,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.885,,0.6789,,0.7819,0.3910
61326,PIKES PEAK REGIONAL HOSPITAL,16420 HIGHWAY 24,WOODLAND PARK,CO,80863,TELLER,7196879999,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.898,,0.6656,,0.7818,0.3909
151313,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN,46975,FULTON,5742233141,Critical Access Hospitals,Government - Local,Yes,0.8735,,0.69,,0.7818,0.3909
271345,CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,59457,FERGUS,4065357711,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8845,,0.6789,,0.7817,0.3909
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY",BEATRICE,NE,68310,GAGE,4022283344,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.871,,0.6922,,0.7816,0.3908
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,RICHLAND,4064882100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8875,,0.6756,,0.7815,0.3908
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,8455865631,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.894,,0.6689,,0.7814,0.3907
531310,POWELL VALLEY HOSPITAL,777 AVENUE H,POWELL,WY,82435,PARK,3077542267,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.874,,0.6889,,0.7814,0.3907
231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,MI,48624,GLADWIN,9894269286,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6878,,0.7814,0.3907
231337,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,ESCANABA,MI,49829,DELTA,9067863311,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.8627,,0.7,,0.7813,0.3907
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,9124875211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.879,,0.6833,,0.7812,0.3906
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,CLAY,7856322144,Critical Access Hospitals,Government - Local,Yes,0.881,,0.6811,,0.7811,0.3905
281340,DUNDY COUNTY HOSPITAL,"P O BOX 626, 1313 NORTH CHEYENNE ST",BENKELMAN,NE,69021,DUNDY,3084232204,Critical Access Hospitals,Government - Local,Yes,0.881,,0.6811,,0.7811,0.3905
451331,COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,DALHART,TX,79022,DALLAM,8062444571,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.883,,0.6789,,0.7809,0.3905
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,BREVARD,NC,28712,TRANSYLVANIA,8288835302,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8895,,0.6722,,0.7809,0.3904
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,LATAH,2088824511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8805,,0.6811,,0.7808,0.3904
281336,YORK GENERAL HOSPITAL,2222 LINCOLN AVE,YORK,NE,68467,YORK,4023626671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8815,,0.68,,0.7808,0.3904
61314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,CRAIG,CO,81625,MOFFAT,9708249411,Critical Access Hospitals,Government - Local,Yes,0.887,,0.6744,,0.7807,0.3904
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,8158752811,Critical Access Hospitals,Government - Local,Yes,0.8703,,0.6911,,0.7807,0.3904
51310,FRANK R HOWARD MEMORIAL HOSPITAL,1 MADRONE STREET,WILLITS,CA,95490,MENDOCINO,7074596801,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.869,,0.6922,,0.7806,0.3903
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,AR,72736,BENTON,4797875291,Critical Access Hospitals,Proprietary,Yes,0.892,,0.6689,,0.7804,0.3902
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,805 W CEDAR ST,STANDISH,MI,48658,ARENAC,5178464521,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.8753,,0.6856,,0.7804,0.3902
230303,WEST SHORE MEDICAL CENTER,1465 E PARKDALE AVE,MANISTEE,MI,49660,MANISTEE,2313981000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.893,,0.6678,,0.7804,0.3902
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,2563569532,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.865,,0.6956,,0.7803,0.3902
221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,WORCESTER,9782493511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8805,,0.68,,0.7803,0.3901
231319,ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,49913,HOUGHTON,9063376500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8693,,0.6911,,0.7802,0.3901
41316,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,8705637000,Critical Access Hospitals,Government - Local,Yes,0.8835,,0.6767,,0.7801,0.3901
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,EDGAR,2174654141,Critical Access Hospitals,Voluntary non-profit - Other,Yes,0.8735,,0.6867,,0.7801,0.3901
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,KLICKITAT,5094911101,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.898,,0.6622,,0.7801,0.3901
21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.879,,0.6811,,0.7801,0.3900
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,LAGRANGE,2604639000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.889,,0.6711,,0.7801,0.3900
201315,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NORWAY,ME,4268,OXFORD,2077435933,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.862,,0.6978,,0.7799,0.3900
241372,MADISON HOSPITAL,820 THIRD AVENUE,MADISON,MN,56256,LAC QUI PARLE,3205987536,Critical Access Hospitals,Proprietary,Yes,0.893,,0.6667,,0.7798,0.3899
281360,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE",ALLIANCE,NE,69301,BOX BUTTE,3087626660,Critical Access Hospitals,Government - Local,Yes,0.873,,0.6867,,0.7798,0.3899
321308,CIBOLA GENERAL HOSPITAL,1016 E ROOSEVELT AVENUE,GRANTS,NM,87020,CIBOLA,5052874446,Critical Access Hospitals,Government - Local,Yes,0.874,,0.6856,,0.7798,0.3899
501329,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,WA,98284,SKAGIT,3608566021,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.8695,,0.69,,0.7798,0.3899
521321,RIPON MEDICAL CENTER,845 PARKSIDE ST,RIPON,WI,54971,FOND DU LAC,9207483101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6844,,0.7797,0.3899
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,WILLIAMSPORT,IN,47993,WARREN,7657624000,Critical Access Hospitals,Voluntary non-profit - Church,Yes,0.876,,0.6833,,0.7797,0.3898
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,GRAFTON,6034483121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.886,,0.6733,,0.7797,0.3898
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DEKALB,8157868484,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.877,,0.6822,,0.7796,0.3898
161336,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247,SIOUX,7124768000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.879,,0.68,,0.7795,0.3898
371313,MERCY HOSPITAL KINGFISHER,1000 KINGFISHER HOSPITAL DRIVE,KINGFISHER,OK,73750,KINGFISHER,4053753141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.88,,0.6789,,0.7794,0.3897
471305,COPLEY HOSPITAL,528 WASHINGTON HIGHWAY,MORRISVILLE,VT,5661,LAMOILLE,8028884231,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.861,,0.6978,,0.7794,0.3897
151314,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,47167,WASHINGTON,8128835881,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.864,,0.6944,,0.7792,0.3896
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DRIVE,SALIDA,CO,81201,CHAFFEE,7195302200,Critical Access Hospitals,Government - Hospital District or Authority,Yes,0.885,,0.6733,,0.7792,0.3896
161332,MANNING REGIONAL HEALTHCARE CENTER,1550 SIXTH STREET,MANNING,IA,51455,CARROLL,7126552072,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.895,,0.6633,,0.7792,0.3896
351316,PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,ROLLA,ND,58367,ROLETTE,7014773161,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.888,,0.67,,0.779,0.3895
521359,MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,ASHLAND,WI,54806,ASHLAND,7156855500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8567,,0.7011,,0.7789,0.3895
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,727 EAST 1ST ST,MINDEN,NE,68959,KEARNEY,3088323400,Critical Access Hospitals,Government - Local,Yes,0.882,,0.6756,,0.7788,0.3894
161364,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,JEFFERSON,6414724111,Critical Access Hospitals,Government - Local,Yes,0.8675,,0.69,,0.7788,0.3894
271317,LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,59047,PARK,4062223541,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.885,,0.6722,,0.7786,0.3893
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,1401 10TH AVE WEST,MOBRIDGE,SD,57601,WALWORTH,6058453692,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8605,,0.6967,,0.7786,0.3893
471307,"PORTER HOSPITAL, INC",115 PORTER DRIVE,MIDDLEBURY,VT,5753,ADDISON,8023884701,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.886,,0.6711,,0.7786,0.3893
51334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,8056402280,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.856,,0.7011,,0.7786,0.3893
301302,LITTLETON REGIONAL HEALTHCARE,600 ST JOHNSBURY ROAD,LITTLETON,NH,3561,GRAFTON,6034449000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.8625,,0.6944,,0.7785,0.3892
341324,"THE OUTER BANKS HOSPITAL, INC",4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,DARE,2524494500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,0.858,,0.6989,,0.7784,0.3892
